F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
-2.24,-1.84,-2.69,-2.14,-2.66,-0.26,10.0,7.75,6.65,45.0,190.0,25.0,8.35,10.0,True
-2.58,-2.07,-2.38,-0.24,0.84,-0.7,10.0,8.1,5.1,45.0,150.0,15.0,10.5,-35.0,True
0.1,1.13,4.5,0.88,-0.84,0.35,10.0,5.5,5.35,40.0,95.0,15.0,10.45,30.0,False
-1.52,-1.86,-1.04,0.07,-1.84,-0.37,10.0,5.15,7.45,35.0,100.0,25.0,7.8,30.0,False
-2.27,0.28,-3.09,-2.49,-0.94,0.06,10.0,9.2,7.2,105.0,250.0,15.0,6.05,70.0,True
4.06,2.33,3.41,3.0,2.43,1.31,1.0,0.93,0.85,28.0,52.0,2.0,0.43,2.0,True
2.59,3.11,3.08,3.5,3.61,2.27,1.0,0.82,0.26,32.0,9.0,0.0,1.13,-6.0,False
2.18,2.47,2.71,2.53,2.88,3.27,1.0,0.76,0.69,18.0,12.0,2.0,2.08,1.0,True
4.9,3.55,2.66,4.57,5.75,0.57,1.0,0.64,0.26,43.0,1.0,2.0,1.68,1.0,False
2.83,4.41,2.74,3.47,4.88,0.58,1.0,0.68,0.8,16.0,20.0,0.0,1.7,-19.0,True
-1.23,-0.16,0.33,-1.1,-0.99,-0.03,10.0,5.35,7.3,85.0,280.0,5.0,14.75,-50.0,False
-2.94,-2.19,-3.02,-1.78,-2.39,2.77,10.0,9.65,7.0,35.0,330.0,5.0,6.0,-60.0,False
3.65,2.61,3.69,2.78,3.3,0.42,1.0,0.54,0.09,32.0,48.0,4.0,1.36,15.0,False
-0.98,0.72,0.91,0.48,-1.34,1.14,10.0,7.65,5.45,230.0,360.0,15.0,6.25,-20.0,False
4.44,4.34,2.91,2.73,2.26,0.98,1.0,0.72,0.95,33.0,40.0,0.0,1.78,-18.0,True
-2.43,-1.28,-1.85,-2.16,-1.39,0.4,10.0,9.2,5.55,230.0,265.0,15.0,6.65,55.0,True
3.02,3.91,6.27,2.77,3.52,1.32,1.0,0.02,0.59,34.0,8.0,4.0,1.43,16.0,True
4.61,3.51,4.03,3.53,2.77,0.2,1.0,0.57,0.33,43.0,12.0,2.0,1.6,15.0,False
-0.26,-0.59,-0.12,-0.1,0.63,0.9,10.0,5.2,7.05,190.0,310.0,15.0,10.2,-60.0,False
3.08,3.69,2.6,3.49,3.11,0.72,1.0,0.31,0.51,13.0,10.0,2.0,1.38,8.0,False
-0.94,0.5,-0.53,-0.03,-0.69,-1.0,10.0,6.05,5.5,160.0,300.0,15.0,14.2,55.0,False
2.54,2.86,9.04,2.74,3.5,0.57,1.0,0.89,0.23,34.0,5.0,2.0,0.96,-18.0,False
-0.57,-1.25,-2.22,-1.17,-1.36,-0.92,10.0,6.65,8.75,215.0,210.0,25.0,7.9,80.0,True
3.64,4.32,3.47,3.38,4.0,0.63,1.0,0.61,0.78,6.0,10.0,2.0,0.71,-9.0,True
6.33,3.11,2.43,2.51,2.34,0.07,1.0,0.87,0.37,37.0,9.0,2.0,1.94,9.0,True
-1.89,-2.52,-2.58,-2.39,-2.83,-0.66,10.0,7.95,6.65,40.0,370.0,25.0,8.65,90.0,True
2.26,2.77,3.14,2.45,3.19,0.57,1.0,0.58,1.0,13.0,27.0,2.0,0.34,10.0,True
-2.26,-2.33,-2.49,-2.87,-2.83,2.04,10.0,9.05,6.75,160.0,315.0,10.0,6.55,5.0,False
4.15,4.03,3.62,2.91,2.8,1.96,1.0,0.31,0.94,30.0,9.0,2.0,1.59,17.0,True
-1.78,-1.38,0.11,-1.06,-1.71,3.12,10.0,6.35,8.25,190.0,315.0,25.0,8.15,65.0,False
-2.62,-2.49,-2.37,-1.2,-2.68,0.27,10.0,8.7,6.15,130.0,295.0,15.0,9.7,-30.0,True
-0.81,-1.08,-0.55,-0.89,-1.08,2.28,10.0,5.5,7.55,210.0,45.0,15.0,5.3,-95.0,False
-0.93,-0.62,-1.3,-0.83,0.83,0.7,10.0,7.35,6.0,230.0,200.0,15.0,7.3,-85.0,False
5.13,3.19,2.62,2.34,2.78,1.55,1.0,0.48,0.7,20.0,10.0,2.0,0.91,-8.0,False
-1.44,-0.62,0.72,0.16,0.46,-0.73,10.0,6.45,5.65,130.0,5.0,0.0,14.6,-10.0,False
3.77,4.71,3.03,2.58,2.93,1.19,1.0,0.07,0.83,24.0,23.0,4.0,1.72,14.0,True
2.51,2.6,2.59,3.37,2.16,0.84,1.0,0.73,0.93,26.0,65.0,2.0,1.49,-8.0,True
-2.06,-2.01,-0.67,-1.94,-0.48,1.11,10.0,5.75,9.65,180.0,45.0,5.0,10.85,0.0,True
3.02,3.42,2.37,3.02,2.49,0.6,0.0,0.11,0.62,19.0,20.0,2.0,0.54,19.0,False
0.72,-2.1,-2.08,-1.68,-1.98,0.17,10.0,6.6,6.65,75.0,55.0,25.0,6.2,30.0,False
-0.84,-1.6,-1.53,3.1,-0.05,-0.46,10.0,5.05,7.2,20.0,70.0,5.0,8.75,-35.0,False
2.41,3.04,3.17,2.45,3.45,1.12,1.0,0.86,0.43,7.0,18.0,2.0,1.99,6.0,True
-1.15,-0.74,-1.94,0.55,0.8,1.31,10.0,7.25,8.0,170.0,330.0,15.0,13.7,-80.0,False
2.68,2.77,6.86,2.58,7.02,2.0,1.0,0.19,0.91,20.0,17.0,2.0,1.58,6.0,False
-0.57,-0.89,-0.76,1.35,-1.48,1.38,10.0,5.0,8.3,110.0,190.0,5.0,11.05,-85.0,False
2.68,3.73,2.85,4.98,2.51,3.4,1.0,0.73,0.4,14.0,23.0,2.0,1.83,-17.0,False
2.45,4.76,3.42,4.05,3.19,0.89,1.0,0.67,0.86,30.0,16.0,4.0,0.97,2.0,True
2.73,4.82,2.88,2.9,7.78,0.48,1.0,0.86,0.04,37.0,36.0,2.0,1.49,17.0,False
-1.5,-2.32,-2.21,-2.94,-2.79,2.89,10.0,8.55,6.4,45.0,350.0,15.0,7.2,-90.0,False
2.74,2.54,2.55,2.63,3.0,0.26,1.0,0.68,0.08,39.0,7.0,4.0,0.31,12.0,False
3.48,3.24,4.62,3.95,4.83,1.39,1.0,0.22,0.02,11.0,3.0,2.0,1.26,15.0,False
-1.03,-1.33,-0.65,-0.87,-1.48,-0.8,10.0,4.95,9.85,225.0,45.0,15.0,6.8,55.0,False
-1.28,-2.06,0.13,-1.52,-1.98,-0.42,10.0,6.35,7.75,65.0,300.0,15.0,7.5,80.0,True
3.55,3.44,2.95,3.28,3.15,0.55,0.0,0.62,0.1,28.0,16.0,4.0,0.38,20.0,True
5.49,2.25,3.16,5.11,4.11,1.34,1.0,0.81,0.8,25.0,14.0,2.0,1.96,-7.0,True
2.35,3.63,4.76,6.25,3.14,2.47,1.0,0.44,0.79,-3.0,70.0,2.0,1.69,16.0,True
3.18,6.32,4.62,3.36,2.76,1.12,1.0,0.36,0.18,3.0,1.0,2.0,1.28,-8.0,False
-0.27,-0.29,0.44,-0.88,0.42,3.16,10.0,5.35,7.6,180.0,335.0,5.0,5.65,-20.0,False
2.64,4.21,4.48,2.39,3.61,1.2,1.0,0.7,0.01,22.0,2.0,4.0,0.11,11.0,False
-0.77,1.74,-0.41,-0.82,-1.07,-0.66,10.0,4.8,7.3,80.0,220.0,25.0,11.6,35.0,False
0.38,-1.41,-1.29,-1.58,-1.61,-0.65,10.0,6.5,6.5,145.0,30.0,15.0,9.55,-35.0,False
4.47,2.33,3.61,2.54,4.24,1.91,1.0,1.03,0.25,6.0,26.0,2.0,1.19,9.0,True
4.01,3.48,3.08,2.64,3.75,1.03,1.0,0.93,1.01,43.0,37.0,0.0,1.53,-19.0,True
6.81,2.17,4.37,7.41,4.8,0.85,1.0,1.03,0.42,13.0,25.0,4.0,0.23,17.0,True
2.44,5.96,3.67,3.12,2.26,0.53,1.0,1.06,0.23,3.0,7.0,2.0,0.36,8.0,True
2.58,2.43,2.29,2.89,3.29,1.8,1.0,0.56,0.71,19.0,17.0,2.0,1.63,-18.0,False
1.51,-0.74,-0.4,-0.12,-0.19,1.05,10.0,5.15,5.3,60.0,30.0,25.0,7.85,55.0,False
-1.86,-0.42,-1.14,-1.48,-1.97,-0.07,10.0,7.1,6.75,85.0,65.0,5.0,8.5,-55.0,True
3.12,4.51,3.82,4.88,3.48,0.92,1.0,0.18,0.94,38.0,7.0,4.0,1.69,16.0,True
-0.92,-2.39,-2.21,2.37,-2.09,1.58,10.0,5.85,7.7,20.0,165.0,15.0,5.95,-95.0,False
-0.58,-2.5,-2.5,-1.45,-2.05,1.83,10.0,5.6,9.25,60.0,365.0,15.0,9.85,-60.0,False
-1.34,-2.54,-1.31,-1.76,0.85,0.06,5.0,7.15,5.2,110.0,250.0,25.0,7.9,15.0,True
2.9,2.4,3.68,2.63,3.95,0.58,1.0,0.45,0.71,32.0,4.0,2.0,0.35,17.0,False
-1.28,-2.1,-0.75,-0.72,2.2,-0.22,10.0,7.1,8.55,220.0,130.0,15.0,6.1,10.0,True
2.43,4.9,3.32,3.93,3.13,0.61,1.0,0.86,0.12,21.0,5.0,2.0,0.2,5.0,False
-1.84,-2.2,-1.91,0.21,-0.4,1.22,10.0,8.15,6.4,35.0,235.0,5.0,7.95,-80.0,False
-2.13,0.36,-2.41,-1.44,-1.97,1.19,10.0,9.1,5.55,110.0,230.0,5.0,7.4,-10.0,True
4.65,3.16,2.2,3.06,2.59,2.04,1.0,1.02,0.36,20.0,6.0,2.0,2.01,6.0,True
3.35,4.01,4.01,2.76,2.37,0.68,1.0,0.46,0.88,28.0,8.0,2.0,1.51,8.0,True
3.42,2.29,2.4,2.35,2.9,0.79,1.0,0.87,0.67,18.0,75.0,2.0,0.77,16.0,True
0.31,-0.91,1.75,-1.29,-1.35,2.99,10.0,6.35,5.75,135.0,360.0,15.0,6.9,40.0,False
2.51,3.0,2.93,3.59,2.79,4.53,1.0,0.85,0.37,37.0,22.0,0.0,0.97,-8.0,True
-2.69,-1.89,-1.76,-2.55,-1.27,0.72,10.0,6.7,9.55,100.0,145.0,15.0,10.3,-80.0,True
-2.78,-0.91,-2.54,-1.96,-0.75,0.14,10.0,9.4,5.05,130.0,185.0,15.0,10.95,-90.0,True
2.31,3.21,2.7,3.46,2.37,1.79,1.0,0.8,0.54,25.0,8.0,2.0,1.71,-11.0,True
5.47,6.05,4.2,3.49,3.81,3.92,1.0,0.49,0.32,25.0,14.0,0.0,1.92,-10.0,False
-2.45,1.77,-0.47,-1.68,-0.45,1.7,10.0,7.4,8.85,210.0,345.0,5.0,8.3,-55.0,False
2.46,3.24,3.25,3.09,5.04,0.04,1.0,0.35,0.42,22.0,0.0,1.0,1.62,18.0,True
4.65,2.74,2.73,3.42,2.41,0.26,1.0,0.65,0.48,6.0,9.0,4.0,1.16,9.0,True
-0.48,0.99,-0.7,-0.35,-0.27,-0.3,10.0,5.75,6.2,210.0,110.0,25.0,8.8,75.0,False
3.66,2.96,3.14,2.67,2.82,0.73,1.0,0.39,0.78,41.0,29.0,4.0,0.81,1.0,False
1.94,1.25,0.22,0.48,4.14,1.67,10.0,4.85,5.6,180.0,140.0,15.0,6.8,-70.0,False
-1.33,-0.1,-1.35,-1.3,-1.84,2.04,10.0,6.15,9.45,225.0,330.0,5.0,11.1,-75.0,False
3.68,3.01,2.27,2.36,4.82,2.93,1.0,0.78,0.33,5.0,75.0,4.0,1.8,11.0,True
3.83,3.67,2.53,2.31,5.49,0.31,1.0,0.93,0.53,18.0,18.0,4.0,0.42,19.0,True
1.14,-0.34,0.17,3.02,0.26,-1.04,10.0,4.85,6.65,145.0,200.0,25.0,11.15,10.0,False
-1.69,-1.77,-2.68,-2.2,-2.5,0.04,10.0,7.15,7.5,75.0,245.0,15.0,7.4,15.0,True
-2.51,-2.0,-2.44,-1.49,-2.38,5.31,10.0,7.05,9.45,230.0,340.0,5.0,13.15,-25.0,False
3.81,4.33,2.95,2.63,4.02,4.35,1.0,0.77,0.87,10.0,43.0,3.0,0.52,0.0,True
3.09,2.92,2.88,7.25,3.09,0.95,1.0,0.54,0.41,45.0,6.0,2.0,1.3,-5.0,False
2.87,2.56,6.47,3.92,2.65,0.43,1.0,0.68,0.05,11.0,21.0,4.0,0.58,11.0,False
2.61,6.55,4.88,2.46,4.54,0.64,1.0,0.65,0.95,35.0,18.0,2.0,1.06,-3.0,False
-0.43,-0.38,-0.87,0.98,-1.07,1.03,10.0,5.25,6.7,135.0,60.0,25.0,7.75,75.0,False
-2.07,-1.5,-2.02,-1.6,-1.01,1.48,10.0,9.0,6.7,225.0,275.0,5.0,10.5,-30.0,False
-1.75,-1.72,-0.43,-1.4,4.51,0.51,10.0,5.45,9.3,55.0,295.0,25.0,5.9,70.0,True
0.49,0.12,1.89,5.57,0.53,0.11,10.0,5.35,5.05,155.0,170.0,15.0,7.75,100.0,False
4.07,3.79,3.13,2.74,3.09,1.83,1.0,0.56,0.43,6.0,23.0,4.0,1.0,16.0,True
-1.78,-2.06,-1.68,-1.23,-1.78,0.18,10.0,8.25,5.95,185.0,75.0,5.0,8.5,-70.0,False
2.27,2.31,2.57,2.1,2.15,1.2,1.0,0.99,0.76,28.0,42.0,4.0,0.94,10.0,True
2.87,2.95,2.58,2.87,4.79,0.33,1.0,0.27,0.08,11.0,13.0,4.0,1.14,13.0,False
4.85,4.88,6.19,2.47,3.48,0.93,1.0,0.93,0.82,39.0,21.0,2.0,1.35,6.0,True
2.63,4.93,4.59,2.73,5.73,0.8,1.0,0.36,0.32,20.0,24.0,2.0,1.42,1.0,False
-2.11,-1.89,-1.73,-2.7,-0.78,0.79,10.0,8.2,7.45,140.0,135.0,15.0,6.1,-60.0,True
2.35,3.68,2.6,3.76,3.11,0.72,1.0,0.99,0.39,24.0,60.0,4.0,1.88,1.0,True
3.03,2.67,2.67,3.32,2.46,1.77,1.0,0.7,0.05,27.0,26.0,2.0,1.34,10.0,False
-0.87,-1.8,-0.54,-2.14,-1.77,-0.33,10.0,6.15,8.05,90.0,120.0,15.0,8.8,55.0,True
2.93,2.07,2.22,3.35,2.42,3.16,0.0,1.04,0.13,14.0,23.0,2.0,0.18,18.0,True
-1.42,-1.42,-0.89,-1.38,-1.31,3.62,10.0,5.15,9.4,230.0,55.0,15.0,9.75,-65.0,False
2.1,7.11,2.46,2.77,2.22,0.97,1.0,0.86,0.73,9.0,6.0,0.0,0.93,-3.0,True
-2.63,-2.48,-0.58,-2.0,-2.25,3.07,10.0,7.1,8.0,115.0,215.0,15.0,8.05,40.0,True
-2.23,-0.64,-2.61,-0.78,-2.48,2.82,10.0,7.8,7.25,35.0,330.0,5.0,6.2,-10.0,False
2.5,3.22,5.59,2.83,3.57,0.79,1.0,0.41,0.76,15.0,18.0,2.0,1.91,6.0,True
2.26,2.29,3.32,3.1,2.25,1.41,1.0,0.64,0.75,22.0,19.0,2.0,1.88,-5.0,True
-0.2,-1.72,-1.88,1.54,-1.8,-0.55,10.0,8.0,6.1,50.0,240.0,25.0,7.8,35.0,True
-1.61,-1.74,-1.32,-0.83,-1.22,1.49,10.0,5.2,7.3,65.0,90.0,5.0,6.55,-20.0,False
2.82,2.78,4.65,4.94,3.53,0.86,1.0,0.18,0.74,36.0,4.0,0.0,1.68,-12.0,False
2.5,2.68,2.87,2.5,2.52,2.11,1.0,0.5,0.25,25.0,27.0,4.0,1.51,11.0,False
-0.19,1.47,-2.34,0.62,-1.71,-0.32,5.0,5.9,5.7,55.0,195.0,15.0,5.35,95.0,True
-1.44,-2.53,-0.44,-2.32,-2.45,0.94,10.0,6.7,7.7,45.0,225.0,15.0,10.15,85.0,True
6.7,2.27,2.2,3.55,4.48,2.02,1.0,0.73,0.53,4.0,59.0,0.0,1.54,-13.0,True
3.47,3.19,3.54,2.39,2.36,1.81,1.0,0.67,0.35,26.0,7.0,2.0,0.78,-15.0,False
-1.52,0.09,0.23,-0.29,-1.39,1.12,10.0,6.6,5.05,110.0,215.0,15.0,12.4,-75.0,False
-0.15,-1.68,-1.53,-0.63,-2.13,-0.45,10.0,6.05,8.15,130.0,270.0,25.0,9.9,50.0,True
-2.04,-3.07,-2.28,-0.04,-2.43,1.57,10.0,8.9,6.25,35.0,360.0,5.0,12.75,-10.0,True
-0.44,0.7,2.04,0.2,-0.62,3.26,10.0,5.25,7.05,185.0,205.0,5.0,7.25,-45.0,False
2.18,4.47,4.73,3.09,3.94,0.9,1.0,1.08,0.29,22.0,20.0,2.0,0.9,-9.0,True
3.92,5.21,2.39,2.36,3.16,1.76,1.0,0.64,0.93,34.0,22.0,0.0,1.05,-3.0,True
-2.25,1.18,-1.0,-1.55,0.16,1.46,10.0,6.7,9.9,150.0,215.0,5.0,10.95,-35.0,True
2.89,2.69,8.85,3.26,5.53,1.98,1.0,0.59,0.79,38.0,38.0,2.0,1.46,-20.0,True
-1.06,-0.92,-0.29,-1.34,-1.07,1.46,10.0,5.3,9.1,190.0,370.0,15.0,7.15,-15.0,False
3.4,3.59,3.48,5.86,3.56,0.38,1.0,0.71,0.15,17.0,40.0,4.0,1.77,9.0,False
-2.52,-2.08,-2.4,-1.54,-1.68,0.75,10.0,7.5,5.85,30.0,360.0,15.0,9.75,70.0,True
4.8,4.13,4.56,2.6,2.3,1.24,1.0,0.86,0.16,9.0,22.0,2.0,0.65,17.0,False
3.47,2.14,2.53,2.5,4.33,1.55,1.0,0.83,0.54,7.0,55.0,2.0,1.47,10.0,True
-1.13,-1.44,-1.38,-0.64,0.78,-0.62,10.0,4.9,9.3,195.0,45.0,15.0,5.35,70.0,False
-1.56,-0.96,0.54,-2.72,-2.65,-0.01,10.0,6.5,10.05,85.0,80.0,15.0,7.55,-40.0,True
4.73,2.77,4.78,2.83,2.49,1.84,1.0,0.64,0.67,32.0,43.0,2.0,0.87,-1.0,False
5.39,7.91,2.69,2.91,2.44,2.44,1.0,0.37,0.64,15.0,18.0,2.0,1.5,-9.0,False
-1.05,1.04,-0.2,1.42,-0.54,-0.96,10.0,6.2,6.8,55.0,95.0,5.0,13.05,-25.0,True
3.8,2.82,2.99,2.51,2.62,0.67,1.0,0.13,0.81,37.0,8.0,4.0,1.73,8.0,True
2.37,2.74,2.17,3.48,6.82,0.54,1.0,0.81,0.83,12.0,18.0,2.0,1.76,1.0,True
3.05,8.88,5.01,4.62,2.22,1.16,1.0,0.79,0.79,23.0,1.0,4.0,0.26,9.0,True
1.04,-1.51,-0.65,-1.94,-0.37,0.21,10.0,5.9,8.4,115.0,95.0,15.0,7.65,-55.0,True
1.23,0.99,-0.31,2.12,-0.78,0.16,10.0,7.0,7.0,225.0,160.0,15.0,10.15,-60.0,False
0.6,-0.21,0.61,-1.72,-1.56,0.68,10.0,5.5,7.8,115.0,150.0,5.0,5.9,-15.0,False
3.36,3.47,2.49,4.07,3.18,0.42,1.0,0.43,0.56,27.0,6.0,4.0,1.77,17.0,True
-0.04,0.96,-1.27,-0.36,-0.97,0.44,10.0,6.1,7.15,200.0,240.0,25.0,11.25,90.0,False
-1.2,-2.37,-1.73,-1.83,-1.09,0.55,10.0,6.65,6.55,30.0,325.0,15.0,13.25,75.0,True
3.77,2.89,3.19,3.14,4.69,0.79,1.0,0.3,0.64,10.0,38.0,2.0,1.43,13.0,False
-0.75,-1.9,-0.17,4.02,-2.36,0.09,10.0,6.95,6.8,25.0,80.0,5.0,13.6,-95.0,True
-2.8,-2.07,-3.04,-0.63,-2.37,2.27,10.0,9.05,7.05,80.0,340.0,15.0,8.85,-45.0,True
4.59,2.89,2.58,4.4,5.41,0.78,1.0,0.7,0.32,21.0,5.0,4.0,1.66,10.0,True
-2.99,-3.12,-1.02,-0.59,-2.42,0.52,10.0,8.9,8.7,155.0,200.0,15.0,6.05,0.0,True
0.99,-1.52,-1.36,-1.51,0.64,0.66,10.0,6.85,5.3,40.0,120.0,5.0,7.8,-70.0,False
-1.59,-0.51,-0.22,-1.25,0.08,-0.28,10.0,5.55,7.25,95.0,280.0,15.0,10.8,20.0,False
-2.88,1.82,-2.25,-3.11,-3.01,1.57,10.0,7.6,9.65,10.0,380.0,5.0,9.6,-50.0,False
3.88,3.76,2.83,3.03,2.37,1.02,1.0,0.62,0.6,36.0,11.0,4.0,0.79,3.0,False
-0.54,-1.52,0.58,-1.07,-0.45,-0.07,10.0,6.05,5.9,95.0,190.0,5.0,13.55,-80.0,False
-1.52,-2.03,-2.03,-2.35,-1.01,-0.21,10.0,8.0,5.8,60.0,240.0,15.0,7.1,35.0,True
3.01,-0.61,-0.72,-0.57,1.73,0.08,10.0,6.3,5.95,225.0,95.0,15.0,6.3,-65.0,False
-1.86,1.31,-1.61,-1.63,-1.62,1.37,10.0,5.8,8.7,105.0,285.0,5.0,8.15,-70.0,False
2.18,3.93,2.22,2.74,2.31,0.99,1.0,0.99,0.22,5.0,20.0,0.0,1.64,-7.0,True
3.85,5.01,2.81,4.9,2.67,1.33,1.0,0.64,0.86,18.0,52.0,2.0,1.24,10.0,True
2.58,2.62,4.09,3.83,2.34,1.62,1.0,0.34,0.76,0.0,5.0,2.0,0.63,-11.0,False
3.88,3.5,2.23,3.56,2.41,1.19,1.0,0.88,0.8,6.0,14.0,3.0,0.61,0.0,True
2.42,5.17,2.87,2.41,3.98,0.49,1.0,0.92,0.31,33.0,8.0,2.0,1.63,15.0,True
0.51,-1.42,-0.37,-1.76,-1.81,2.57,10.0,6.1,8.6,220.0,50.0,15.0,9.6,-70.0,False
-1.82,0.66,-0.01,-2.75,-2.75,3.32,10.0,8.65,8.7,235.0,270.0,5.0,8.4,-25.0,False
2.39,3.24,2.33,3.2,2.61,1.05,1.0,0.56,0.64,24.0,3.0,0.0,0.54,-7.0,False
-0.56,-1.16,-2.27,-2.58,-1.67,0.11,10.0,7.7,6.05,65.0,50.0,15.0,9.3,-55.0,True
-0.13,-0.76,-0.86,-0.27,0.72,1.92,10.0,5.15,5.25,55.0,175.0,15.0,9.1,-85.0,False
3.42,2.74,9.29,3.13,3.46,1.79,1.0,0.92,0.06,32.0,9.0,2.0,1.39,17.0,True
4.05,4.34,5.12,3.88,2.63,0.84,1.0,0.82,0.95,29.0,26.0,2.0,0.28,20.0,True
-2.26,-0.64,3.2,-0.39,-2.01,-0.48,10.0,6.35,9.75,190.0,330.0,15.0,10.65,80.0,True
2.41,-1.03,-2.31,-2.43,-0.08,0.04,10.0,7.05,8.9,85.0,230.0,25.0,5.5,80.0,True
0.05,-2.8,-2.34,-1.8,-1.46,0.9,10.0,9.45,6.25,10.0,305.0,15.0,6.1,-10.0,True
8.25,2.66,2.33,2.68,3.86,1.93,1.0,0.51,0.39,5.0,15.0,4.0,0.58,17.0,True
-2.23,-2.25,-0.37,0.14,-2.0,-0.46,10.0,6.55,9.4,215.0,225.0,25.0,8.9,55.0,True
2.18,3.59,2.49,2.17,2.24,2.65,1.0,0.8,0.7,9.0,67.0,2.0,1.77,13.0,True
2.83,2.98,3.56,2.2,2.51,1.23,1.0,0.66,0.58,5.0,19.0,2.0,0.24,-13.0,True
-1.43,-0.68,1.13,0.52,-0.89,2.02,10.0,5.45,5.6,30.0,320.0,5.0,6.05,-65.0,False
2.53,2.52,2.64,3.38,4.06,0.29,1.0,0.25,0.86,11.0,3.0,4.0,0.4,13.0,True
4.71,2.67,3.54,2.41,4.05,2.14,1.0,0.74,0.75,39.0,36.0,2.0,0.72,-10.0,True
-2.34,-2.63,-0.61,-2.29,-1.13,0.84,10.0,9.0,8.35,90.0,195.0,5.0,6.95,-5.0,True
-2.78,-2.37,-1.34,-2.41,-2.66,3.65,10.0,7.55,6.9,15.0,125.0,15.0,6.45,-75.0,True
-1.74,-0.71,-0.25,-0.95,-0.89,1.43,10.0,8.1,5.1,130.0,345.0,5.0,10.55,-90.0,False
4.84,2.6,4.14,5.4,3.8,0.38,1.0,0.2,0.58,12.0,2.0,4.0,0.12,14.0,False
-0.13,-0.43,-1.05,-0.78,-0.62,0.3,10.0,5.1,7.8,100.0,120.0,5.0,6.6,-30.0,False
2.66,2.41,2.45,3.33,3.04,2.74,1.0,0.76,0.78,15.0,6.0,0.0,1.66,-15.0,True
2.26,2.07,2.44,4.5,2.16,0.19,1.0,0.89,0.97,15.0,9.0,4.0,1.53,11.0,True
-0.18,-0.24,0.39,0.79,3.16,0.39,10.0,6.0,6.1,205.0,140.0,15.0,13.5,45.0,False
-0.29,-0.17,-0.48,3.63,-0.24,2.12,10.0,5.7,6.1,215.0,330.0,5.0,9.85,-90.0,False
3.5,3.32,2.27,3.77,2.98,1.09,1.0,0.73,0.52,8.0,3.0,0.0,0.56,-2.0,True
2.24,7.19,4.16,3.34,6.27,0.54,1.0,0.65,0.87,32.0,25.0,2.0,0.69,19.0,False
1.23,-1.65,-1.56,3.22,-1.57,2.41,10.0,6.55,6.25,150.0,65.0,25.0,8.15,25.0,False
2.97,4.35,3.12,3.0,3.43,2.29,1.0,0.73,0.39,38.0,27.0,2.0,1.87,-6.0,False
2.93,3.15,3.15,2.7,3.34,0.76,1.0,0.78,0.05,15.0,54.0,2.0,1.4,3.0,False
4.04,2.84,2.78,3.64,4.2,1.98,1.0,0.61,0.15,18.0,11.0,2.0,1.35,-2.0,False
3.4,3.86,2.36,6.52,2.57,0.72,1.0,0.72,0.87,16.0,21.0,0.0,0.71,-13.0,True
-0.52,-0.6,-0.21,-0.85,0.16,1.13,10.0,5.9,6.0,110.0,340.0,15.0,8.85,-60.0,False
-2.34,-2.48,-1.78,-1.58,1.33,1.56,10.0,7.3,8.5,205.0,385.0,5.0,14.9,0.0,False
7.21,4.08,3.56,3.6,2.59,0.97,1.0,0.92,0.02,11.0,22.0,2.0,1.27,-12.0,False
-2.71,-2.19,0.27,-2.34,-2.35,1.28,10.0,8.4,7.6,145.0,345.0,5.0,8.85,-75.0,False
9.63,4.46,2.65,3.12,2.4,2.22,1.0,0.61,0.2,16.0,11.0,4.0,0.03,1.0,False
2.76,2.28,2.67,4.3,2.37,0.66,1.0,1.05,0.76,14.0,23.0,1.0,0.77,-0.0,True
-0.96,-2.2,0.47,-2.21,-2.32,1.88,10.0,8.7,8.3,190.0,170.0,5.0,5.75,-5.0,True
-1.9,-2.05,-1.75,-1.75,-1.67,-0.87,10.0,7.9,6.2,210.0,240.0,25.0,9.3,100.0,False
3.2,2.75,2.28,4.31,2.33,1.65,1.0,0.8,0.3,20.0,1.0,2.0,0.36,12.0,False
3.16,2.81,2.93,3.86,5.42,0.79,1.0,0.82,0.6,10.0,5.0,2.0,0.7,-14.0,True
2.44,3.4,5.9,2.96,2.44,0.51,1.0,0.62,0.59,8.0,5.0,2.0,1.84,-15.0,True
-1.58,-1.61,-3.06,-3.36,-2.81,1.69,10.0,8.75,9.8,30.0,340.0,5.0,8.4,-65.0,True
-0.6,0.27,-0.49,-0.28,-0.87,1.85,10.0,6.0,5.85,195.0,10.0,15.0,9.7,-100.0,False
-0.02,-1.55,-1.28,-0.81,-1.57,0.0,10.0,6.6,6.6,190.0,100.0,15.0,13.65,-90.0,False
-0.67,1.5,1.7,0.62,0.24,3.66,10.0,6.0,5.35,110.0,195.0,5.0,8.8,-65.0,False
3.27,3.53,4.83,5.1,2.61,0.79,1.0,0.9,0.57,40.0,6.0,2.0,0.32,-4.0,False
-1.19,-2.13,-1.0,-2.34,-2.13,1.46,10.0,7.05,7.55,160.0,340.0,15.0,7.95,-50.0,False
-0.68,-0.64,1.76,-1.29,0.03,1.58,10.0,5.0,8.5,160.0,330.0,25.0,6.4,80.0,False
3.66,-0.79,-0.07,-0.89,-1.51,2.8,10.0,5.6,6.25,75.0,120.0,5.0,10.45,-95.0,False
-1.91,-0.0,-2.21,-0.7,-0.13,1.94,10.0,5.45,8.6,40.0,225.0,5.0,6.2,-90.0,False
3.27,4.95,2.23,4.82,2.86,1.34,1.0,0.84,0.37,19.0,1.0,0.0,1.11,-20.0,True
